ID,text,food,restaurant,atmosphere,drinks,location,service
tensor(1601),,1.0,0.0,0.0,0.0,0.0
tensor(2195),,0.0,0.0,1.0,0.0,0.0
tensor(2252),,1.0,1.0,0.0,0.0,0.0
tensor(1794),,0.0,1.0,0.0,0.0,1.0
tensor(1163),,0.0,0.0,1.0,0.0,0.0
tensor(1109),,1.0,0.0,0.0,0.0,0.0
tensor(934),,1.0,0.0,0.0,0.0,0.0
tensor(2199),,1.0,0.0,0.0,0.0,0.0
tensor(390),,1.0,1.0,0.0,0.0,0.0
tensor(1428),,1.0,1.0,0.0,0.0,0.0
tensor(1417),,1.0,0.0,0.0,0.0,0.0
tensor(3159),,1.0,0.0,0.0,0.0,0.0
tensor(2838),,0.0,0.0,1.0,0.0,0.0
tensor(3149),,1.0,0.0,0.0,0.0,0.0
tensor(2780),,1.0,1.0,0.0,0.0,0.0
tensor(1782),,1.0,0.0,0.0,0.0,0.0
tensor(3419),,1.0,0.0,0.0,0.0,0.0
tensor(468),,0.0,0.0,0.0,1.0,0.0
tensor(2655),,1.0,0.0,0.0,0.0,0.0
tensor(3570),,0.0,0.0,0.0,0.0,1.0
tensor(2129),,1.0,0.0,0.0,0.0,0.0
tensor(206),,1.0,0.0,0.0,0.0,0.0
tensor(3365),,0.0,0.0,0.0,1.0,0.0
tensor(2742),,1.0,0.0,0.0,0.0,0.0
tensor(278),,1.0,0.0,0.0,0.0,0.0
tensor(3183),,1.0,0.0,0.0,0.0,0.0
tensor(817),,0.0,0.0,1.0,0.0,0.0
tensor(353),,1.0,0.0,0.0,0.0,0.0
tensor(213),,1.0,0.0,0.0,0.0,0.0
tensor(2979),,1.0,0.0,0.0,0.0,0.0
tensor(2263),,0.0,0.0,1.0,0.0,0.0
tensor(1902),,1.0,0.0,0.0,0.0,0.0
tensor(1693),,0.0,0.0,1.0,0.0,0.0
tensor(1496),,0.0,0.0,1.0,0.0,0.0
tensor(2387),,1.0,0.0,0.0,0.0,0.0
tensor(2382),,0.0,1.0,0.0,0.0,0.0
tensor(3117),,1.0,0.0,0.0,0.0,0.0
tensor(1483),,0.0,0.0,1.0,0.0,0.0
tensor(3487),,1.0,1.0,0.0,0.0,0.0
tensor(1086),,1.0,0.0,0.0,0.0,0.0
tensor(722),,0.0,0.0,0.0,1.0,0.0
tensor(3685),,0.0,0.0,0.0,0.0,1.0
tensor(346),,0.0,1.0,0.0,0.0,1.0
tensor(2672),,0.0,1.0,0.0,0.0,0.0
tensor(1231),,1.0,0.0,0.0,0.0,0.0
tensor(1676),,0.0,0.0,0.0,1.0,0.0
tensor(1699),,1.0,0.0,0.0,0.0,0.0
tensor(147),,1.0,0.0,0.0,0.0,0.0
tensor(2051),,0.0,0.0,1.0,0.0,0.0
tensor(862),,0.0,0.0,0.0,1.0,0.0
tensor(3364),,0.0,1.0,0.0,0.0,0.0
tensor(2083),,1.0,0.0,0.0,0.0,0.0
tensor(1411),,1.0,0.0,0.0,0.0,1.0
tensor(1566),,1.0,0.0,0.0,0.0,1.0
tensor(126),,0.0,0.0,0.0,1.0,0.0
tensor(2714),,1.0,0.0,0.0,0.0,0.0
tensor(2428),,1.0,0.0,0.0,0.0,0.0
tensor(2165),,1.0,0.0,0.0,0.0,0.0
tensor(1207),,1.0,0.0,0.0,0.0,0.0
tensor(1416),,0.0,1.0,0.0,0.0,1.0
tensor(2748),,0.0,0.0,1.0,0.0,0.0
tensor(1818),,0.0,0.0,1.0,0.0,0.0
tensor(3072),,0.0,0.0,1.0,0.0,0.0
tensor(441),,0.0,0.0,1.0,0.0,0.0
tensor(2948),,0.0,0.0,0.0,1.0,0.0
tensor(1373),,0.0,1.0,0.0,0.0,0.0
tensor(917),,0.0,0.0,1.0,0.0,0.0
tensor(1325),,1.0,1.0,0.0,0.0,0.0
tensor(1528),,1.0,0.0,0.0,0.0,0.0
tensor(2796),,1.0,0.0,0.0,0.0,0.0
tensor(822),,1.0,0.0,0.0,0.0,0.0
tensor(2256),,1.0,0.0,0.0,0.0,0.0
tensor(2321),,0.0,0.0,0.0,1.0,0.0
tensor(2611),,1.0,0.0,0.0,0.0,0.0
tensor(1716),,0.0,1.0,0.0,0.0,0.0
tensor(1003),,1.0,0.0,0.0,0.0,0.0
tensor(1614),,1.0,1.0,0.0,0.0,0.0
tensor(508),,1.0,0.0,0.0,0.0,0.0
tensor(785),,0.0,0.0,0.0,1.0,0.0
tensor(140),,1.0,0.0,0.0,0.0,0.0
tensor(3162),,1.0,0.0,0.0,0.0,0.0
tensor(969),,1.0,0.0,0.0,0.0,0.0
tensor(407),,1.0,0.0,0.0,0.0,0.0
tensor(922),,0.0,0.0,1.0,0.0,0.0
tensor(352),,1.0,0.0,0.0,0.0,0.0
tensor(888),,0.0,1.0,0.0,0.0,0.0
tensor(2121),,0.0,0.0,0.0,1.0,0.0
tensor(2289),,0.0,0.0,1.0,0.0,0.0
tensor(2478),,1.0,0.0,0.0,0.0,0.0
tensor(1642),,0.0,0.0,1.0,0.0,0.0
tensor(1766),,1.0,0.0,0.0,0.0,0.0
tensor(2323),,1.0,0.0,0.0,0.0,1.0
tensor(2281),,1.0,1.0,0.0,0.0,0.0
tensor(2571),,0.0,1.0,0.0,1.0,0.0
tensor(2350),,1.0,0.0,0.0,0.0,0.0
tensor(1158),,1.0,0.0,0.0,0.0,0.0
tensor(2285),,1.0,0.0,0.0,0.0,1.0
tensor(3254),,1.0,0.0,0.0,0.0,0.0
tensor(2216),,0.0,1.0,0.0,0.0,1.0
tensor(1467),,1.0,0.0,0.0,0.0,0.0
tensor(970),,1.0,0.0,0.0,0.0,0.0
tensor(2314),,0.0,0.0,1.0,0.0,0.0
tensor(1395),,1.0,0.0,0.0,0.0,0.0
tensor(3457),,0.0,0.0,0.0,1.0,0.0
tensor(3177),,1.0,0.0,0.0,0.0,0.0
tensor(2931),,1.0,0.0,0.0,0.0,0.0
tensor(2309),,0.0,0.0,1.0,0.0,0.0
tensor(2785),,0.0,0.0,1.0,0.0,0.0
tensor(2472),,1.0,0.0,0.0,0.0,0.0
tensor(260),,1.0,0.0,0.0,0.0,0.0
tensor(2807),,1.0,0.0,0.0,0.0,0.0
tensor(3120),,1.0,0.0,0.0,0.0,0.0
tensor(3590),,1.0,0.0,0.0,0.0,0.0
tensor(1778),,0.0,0.0,0.0,1.0,0.0
tensor(47),,1.0,1.0,0.0,0.0,0.0
tensor(2100),,1.0,0.0,0.0,0.0,0.0
tensor(479),,1.0,0.0,0.0,0.0,0.0
tensor(3379),,1.0,0.0,0.0,0.0,0.0
tensor(1733),,0.0,0.0,0.0,1.0,0.0
tensor(1885),,1.0,0.0,0.0,0.0,0.0
tensor(418),,1.0,0.0,0.0,0.0,0.0
tensor(871),,0.0,1.0,0.0,0.0,0.0
tensor(2546),,1.0,0.0,0.0,0.0,0.0
tensor(2712),,1.0,0.0,0.0,0.0,0.0
tensor(1170),,0.0,1.0,0.0,0.0,0.0
tensor(1326),,1.0,0.0,0.0,0.0,0.0
tensor(3171),,0.0,1.0,0.0,0.0,0.0
tensor(1627),,0.0,0.0,1.0,0.0,0.0
tensor(2390),,1.0,0.0,0.0,0.0,0.0
tensor(3467),,1.0,0.0,0.0,0.0,0.0
tensor(3583),,1.0,0.0,0.0,0.0,0.0
tensor(3581),,1.0,0.0,0.0,0.0,0.0
tensor(2435),,1.0,0.0,0.0,0.0,0.0
tensor(943),,1.0,0.0,0.0,0.0,0.0
tensor(2516),,0.0,1.0,0.0,1.0,0.0
tensor(3647),,0.0,0.0,1.0,0.0,0.0
tensor(1540),,1.0,1.0,0.0,0.0,0.0
tensor(732),,1.0,0.0,0.0,0.0,0.0
tensor(1610),,1.0,0.0,0.0,0.0,0.0
tensor(1139),,1.0,0.0,0.0,0.0,0.0
tensor(1808),,0.0,0.0,1.0,0.0,0.0
tensor(2933),,0.0,0.0,1.0,0.0,0.0
tensor(3362),,0.0,0.0,1.0,0.0,0.0
tensor(2652),,0.0,0.0,0.0,1.0,0.0
tensor(444),,1.0,0.0,0.0,0.0,0.0
tensor(3494),,1.0,0.0,0.0,0.0,0.0
tensor(1770),,1.0,0.0,0.0,0.0,0.0
tensor(3103),,0.0,0.0,1.0,0.0,0.0
tensor(482),,0.0,0.0,0.0,1.0,0.0
tensor(1851),,0.0,0.0,1.0,0.0,0.0
tensor(2608),,0.0,1.0,0.0,0.0,0.0
tensor(137),,0.0,0.0,0.0,1.0,0.0
tensor(897),,0.0,1.0,0.0,0.0,0.0
tensor(2794),,1.0,0.0,0.0,0.0,0.0
tensor(2114),,0.0,1.0,0.0,0.0,0.0
tensor(1447),,1.0,0.0,0.0,0.0,0.0
tensor(402),,0.0,1.0,0.0,0.0,1.0
tensor(2403),,0.0,1.0,0.0,0.0,0.0
tensor(810),,0.0,1.0,0.0,0.0,0.0
tensor(2169),,1.0,0.0,0.0,0.0,0.0
tensor(564),,0.0,1.0,1.0,0.0,0.0
tensor(1908),,0.0,0.0,1.0,0.0,0.0
tensor(2553),,1.0,0.0,0.0,0.0,0.0
tensor(2739),,1.0,0.0,0.0,0.0,0.0
tensor(2937),,0.0,1.0,1.0,0.0,0.0
tensor(1420),,1.0,1.0,0.0,0.0,0.0
tensor(2259),,0.0,1.0,0.0,0.0,0.0
tensor(2378),,0.0,0.0,1.0,0.0,0.0
tensor(1735),,1.0,0.0,0.0,0.0,0.0
