ID,text,food,experience,service,atmosphere,price
1008,"You order from a menu, so you leave feeling like you missed the full experience.",0,1,0,0,0
2124,Staff is very accomodating.,0,0,1,0,0
1950,I went to Del Frisco's Friday night with my boyfriend for an 8:00 reservation.,0,1,0,0,0
1133,yourself a favor and have dinner here and see if you dont agree with me.,0,1,0,0,0
2434,This is an amazing place to try some roti rolls.,1,0,0,0,0
459,Fresh ingredients and everything is made to order.,1,0,0,0,0
152,Quick and friendly service.,0,0,1,0,0
2426,"They are tasty, but I suggest only eating one with meat because they tend not to mesh that well with the average American digestive system.",1,0,0,0,0
494,"Try the hot dogs too, they're snappy and delicious.",1,0,0,0,0
1033,Delivery is fast too.,0,0,1,0,0
2486,"The noise level was unbearable, conversation impossible.",0,0,0,1,0
2307,Personal pans are the perfect size for those hungry nights.,1,0,0,0,0
3255,One of the earlier people commenting on the restaurant did not get the that some experimenting is going on with the menu in a positive way.,0,1,0,0,0
318,The atmosphere is great if your looking for a laid back scene and an inexpensive way to spend a weekend afternoon.,0,0,0,1,1
198,"Odd for Ave B, not just odd, The place attracts an eclectic crowd to say the least.",0,0,0,1,0
1269,Instead of wasting your time here: SUPPORT RESTAURANTS THAT CARE ABOUT FOOD.,0,1,0,0,0
2062,just got back from lunch at Tamarind and it was excellent.,1,0,0,0,0
3557,"head and shoulders above its neighboors on east 6 st, taj mahal is also very comparable, in food quality, to the much overpraised (and underdeserving) baluchi's.",1,0,0,0,0
1957,Try the cheesecake!,1,0,0,0,0
998,The restaurant looks out over beautiful green lawns to the Hudson River and the Statue of Liberty.,0,0,0,1,0
2872,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story.",0,0,1,0,0
2607,The sangria was pretty tasty and good on a hot muggy day.,1,0,0,0,0
1272,Don't eat here unless you're starving for thai food and you work next door.,0,1,0,0,0
572,I had the best ravioli ever.,1,0,0,0,0
2500,"While the menu isn't especially groundbreaking, everything I've tried so far has been well-executed and tasty.",1,0,0,0,0
45,Ive been here a bunch of times now and the service is always outstanding.,0,0,1,0,0
3217,"Quite frankly, this is some of the worst sushi I have ever tried.",1,0,0,0,0
1973,"The overall price tag was very very expensive, something I did expect.",0,0,0,0,1
925,The service was attentive.,0,0,1,0,0
2363,Fish was overdone.,1,0,0,0,0
985,also make sure you pay attention to the music being piped in - quite a weird selection.,0,0,0,1,0
1843,The establishment scores big points in presentation and style.,0,0,0,1,0
2102,"The rest of the dim sum, though pricey by Chinatown standards, is worth it.",1,0,0,0,1
2149,Good food.,1,0,0,0,0
964,"The wait staff is very friendly, if not overly efficient.",0,0,1,0,0
766,The dim sum however was very good.,1,0,0,0,0
2501,Service has always been friendly and efficient.,0,0,1,0,0
2786,Its a great place for a casual date or to entertain clients for lunch.,0,1,0,0,0
773,All we received was an apology as we left to see our show without dinner.,0,0,1,0,0
994,Prices are very good.,0,0,0,0,1
366,"We could not catch our waiter's eye, and he ignored us.",0,0,1,0,0
1270,Plain and simple it's bad thai food.,1,0,0,0,0
2097,Usually 3 vs. 4 items per dish.,1,0,0,0,0
3145,"The Dim Sum was so-so, but not spectacular.",1,0,0,0,0
790,The food was so-so.,1,0,0,0,0
9,"The waitress, seems to be more concerned of looking good than actually waitressing.",0,0,1,0,0
1933,Threw my fiance's surprise 30th birthday dinner here couldn't be happier.,0,1,0,0,0
1817,Food-awesome.,1,0,0,0,0
1749,"There was a small wait, but shorter than I expected.",0,1,0,0,0
3260,"May, the owner always has a smile on her and will warmly greet you.",0,0,1,0,0
1971,The sides were ok and incredibly salty.,1,0,0,0,0
2315,"Not a large place, but it's cute and cozy.",0,0,0,1,0
3669,"Please if your thinking about it go, and stay the wait you won't be disappointed.",0,1,0,0,0
3295,I must say the view of NYC is so beautiful!,0,0,0,1,0
1130,"If you'd like to have a nice light meal with an asian accent, Long Tan is a good place on the slope.",1,0,0,0,0
3694,black white shakes came out good also.,1,0,0,0,0
2721,It's simply the best meal in NYC.,0,1,0,0,0
954,After passing by this restaurant for sometime I finally decided to go in and have dinner.,0,1,0,0,0
2452,"The seating was if they were trying to get the maximum amount of people into the restaurant, so be nice to your neighbor when you dine here.",0,0,0,1,0
1055,Great bagels made the old-fashioned way.,1,0,0,0,0
1784,"This is some really good, inexpensive sushi.",1,0,0,0,1
823,"Also good for client lunch meetings, esp.",0,1,0,0,0
993,The setting is casual and romantic.,0,0,0,1,0
2840,"Terrible, terrible management - deserves to be shut-down.",0,0,1,0,0
2709,The desserts are more appealing then stuffy overpriced French restaurants.,1,0,0,0,0
1049,Mizu is home to creative and unique rolls not to found anywhere else.,1,0,0,0,0
102,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go.",0,0,1,0,0
1362,"Really though, where's the seasoning?",1,0,0,0,0
554,The people that work there are always so friendly you forget you are in New York sometimes.,0,0,1,0,0
1103,"The dinner was ok, nothing I would have again.",1,0,0,0,0
1994,I love and I know gourmet food by excellence!,1,0,0,0,0
3322,He offers subpar service and has no personality.,0,0,1,0,0
2012,"While we thoroughly enjoyed the food, it was annoying to scream across the table for conversation.",1,0,0,1,0
3024,"The first time the sushi was outstanding, the second time it was a little bland.",1,0,0,0,0
1059,"delicious bagels, especially when right out of the oven.",1,0,0,0,0
3067,All the food was hot tasty.,1,0,0,0,0
1592,Our server was very helpful and friendly.,0,0,1,0,0
3191,Try green curry with vegetables.,1,0,0,0,0
2770,"First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.",0,0,0,1,0
1989,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime.",0,0,1,1,0
445,Much more reasonably priced too!,0,0,0,0,1
1331,Why make a reservation if you aren't going to keep it?,0,0,1,0,0
2497,"The Pad Thai is excellent here, as well.",1,0,0,0,0
3039,I do not recommend lunch specials just because it tasts the same with other regular chinese restaurant.,1,0,0,0,0
1316,"The food is o.k., but not any better than what you get at a good neighborhood restaurant.",1,0,0,0,0
1577,I think the stuff was better than Disney.,0,0,1,0,0
908,"Orsay, is without a doubt one of the best values for authentic French food in NYC.",1,0,0,0,0
2170,The staff is no nonsense.,0,0,1,0,0
1579,And really large portions.,1,0,0,0,0
3515,This is a great Thai restaurant with a very friendly staff.,0,1,1,0,0
1873,I ordered the smoked salmon and roe appetizer and it was off flavor.,1,0,0,0,0
3575,"As we were leaving, the couple standing by the door said to another waiter, we're not in a hurry.",0,1,0,0,0
3381,"In fact, two people could really share one plate.",1,0,0,0,0
2507,The food is great and authentic.,1,0,0,0,0
2802,Good for casual dinner with jeans and sneakers.,0,1,0,0,0
3631,This place has many different styles of pizza and they are all amazing.,1,0,0,0,0
901,The photos of the restaurant in its web site are way better than the real look.,0,0,0,1,0
1242,But the coconut rice was good.,1,0,0,0,0
932,It took them 25 minutes to bring our appetizer.,0,0,1,0,0
776,The food was great.,1,0,0,0,0
2894,All of my co-workers stated that the food was amazing and wondered why they hadn't heard about this place.,1,0,0,0,0
833,Metrazur has a beautiful spot overlooking the main terminal.,0,0,0,1,0
539,The restaurant is rather small but we were lucky to get a table quickly.,0,0,1,1,0
3582,"But, they were too big for the bun.",1,0,0,0,0
275,Raga stands out with an interesting fusion of French and Indian cooking.,1,0,0,0,0
2152,The bagels are fabulous.,1,0,0,0,0
2171,The food options rule.,1,0,0,0,0
3462,A great choice at any cost and a great deal.,0,1,0,0,1
1293,"Their calzones are horrific, bad, vomit-inducing, YUCK.",1,0,0,0,0
3475,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.,0,0,1,0,0
2893,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us.",0,0,1,0,0
119,Check out the secret back room.,0,0,0,1,0
2817,"It's also attached to Angel's Share, which is a cool, more romantic bar...",0,0,0,1,0
2883,Stick to the gulab jamun.,1,0,0,0,0
3041,"We've only eaten in the restaurant once, but we have ordered many times for dinner.",0,1,0,0,0
2217,I would definitely recommend SEA if you like thai cuisine!,1,0,0,0,0
1707,"It is the type of place to run into old friends and have a late, raucus dinner.",0,1,0,0,0
667,Prices are in line.,0,0,0,0,1
134,The food is prepared quickly and efficiently.,1,0,0,0,0
1548,"The food is terrible and overall, I would have to say avoid at all costs.",1,0,0,0,0
1709,"Unfortunately, the food was NOT something to get worked up about.",1,0,0,0,0
1550,"It's constantly open, catering to the Pakistani cabbies lined up on Crosby St., so there's more turnover with the food than you'd expect (i.e., surprisingly fresh).",1,0,0,1,0
3305,I had Filet Mignon with garlic mash.,1,0,0,0,0
3116,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters.",0,0,1,0,0
2081,"Yes, the prices are high, but I felt it was worth it.",0,0,0,0,1
2329,The owner truly caters to all your needs.,0,0,1,0,0
1827,He takes real pride in his food and his business.,1,0,1,0,0
3414,I cannot imagine better Indian food in all of the city.,1,0,0,0,0
2077,very good breads as well.,1,0,0,0,0
3554,"if this happens, just ask for real naan.",0,1,0,0,0
2439,This is a wonderful place on all stand points especially value ofr money.,0,0,0,0,1
2189,"Service is not exactly five star, but thats not really a big deal.",0,0,1,0,0
3573,There are other people waiting!,0,0,1,0,0
2811,Consistently good Japanese Tapas.,1,0,0,0,0
3563,We were in search of food and stumbled on this block of Indian restaurants on East Sixth Street.,0,1,0,0,0
1925,"Very excited to hear that short-term Chef Jason Narone has moved on, he truly was a low point of their Sterling track record.",0,1,0,0,0
2120,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",0,0,0,1,0
770,We were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,0,1,0,0,0
2451,The prices were fantastic.,0,0,0,0,1
710,"It's not mind-blowing, but to me, thai food never is and never will be.",1,0,0,0,0
2903,"i've been to sapphire twice and both times the food was fine, if not good.",1,0,0,0,0
1273,I love the fact that the pizza tastes so good and is so cheap.,1,0,0,0,1
590,Nicky the Nose at the bar is a treat.,0,0,1,0,0
179,"Service was prompt, friendly and great.",0,0,1,0,0
339,The sushi was awful!,1,0,0,0,0
3701,"Late nite omelletes are not good here, there is no variety!",1,0,0,0,0
3050,"After all that, they complained to me about the small tip.",0,0,1,0,0
1555,"Behind this counter, two men are squeezed in.",0,0,0,1,0
1124,"Our waitress was sweet and accomodating, not overbearing.",0,0,1,0,0
1690,I was really disappointed ant wanted to tell everyone not to go eat or even take out food from there.,0,1,0,0,0
788,The website and rating makes this place look wonderful but in reality it was very disappointing.,0,1,0,1,0
742,The outdoor atmosphere of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.,0,0,0,1,0
1471,"A large is $20, and toppings are about $3 each.",0,0,0,0,1
3352,brick oven gallery is My pick for best pizza restaurant anywhere.,0,1,0,0,0
3393,"For many people, this may not seem like Aunthentic Thai food because most places in NYC arent quite authentic.",1,0,0,0,0
2157,"Growing up in NY, I have eaten my share of bagels.",0,1,0,0,0
3018,"Oh, don't even let me start with how expensive the bills were!",0,0,0,0,1
3292,Service is top notch.,0,0,1,0,0
3343,The food now is inconsistent.,1,0,0,0,0
3135,"You can also special order any kind of dumpling,etc.",0,1,0,0,0
2018,I was pretty much full after our fondue appetizer.,1,1,0,0,0
3551,BE CAREFUL before you request extra spice.,1,0,0,0,0
2355,The octopus eaters were floored by the Octopus salad.,1,0,0,0,0
2211,And the Tom Kha soup was pathetic.,1,0,0,0,0
2317,I started out with a Bombay beer which was big enough for two.,1,0,0,0,0
1609,Service was quick.,0,0,1,0,0
1057,Drawbacks: service is slow and they don't toast!,0,0,1,0,0
3188,Went there for an office lunch.,0,1,0,0,0
2041,The best thing I tasted were the lambchops.,1,0,0,0,0
284,Been going here since it opened have seen the quality value decrease considerably.,0,1,0,0,0
83,Reasonable prices.,0,0,0,0,1
2141,"Try the crunchy tuna, it is to die for.",1,0,0,0,0
1854,It won't break the bank but I also wouldnt come back for the food.,1,0,0,0,1
396,"All in all, this midtown gem instantly became one of my favorite sushi restaurants in the city.",0,1,0,0,0
2621,"No refills on fountain drinks, though.",1,0,0,0,0
605,Wow over 100 beers to choose from.,1,0,0,0,0
2017,Be careful of portions - they're HUGE.,1,0,0,0,0
2974,"The Steak Tartare is a great bet, they fix it for you at the table.",1,0,0,0,0
2456,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.,1,0,1,0,0
25,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.,0,1,1,0,0
520,Did I mention the wine?,1,0,0,0,0
3383,"Plus, on Wednesday nights the house wine is unlimited!",1,0,0,0,0
2522,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.,1,0,1,0,0
2386,The dim sum servings here are a bit larger than I'm used to.,1,0,0,0,0
717,We won't go to this place again for a good meal.,1,0,0,0,0
2015,My boyfriend and I recently had an early dinner at Artisanal and was satisfied with our experience.,0,1,0,0,0
1209,"Outstanding Bagels, but you get what you pay for.",1,0,0,0,1
1377,"I found it on a cold night, the perfect spot to warm up.",0,0,0,1,0
599,"Best Italian food I ever had (and being Italian, that means alot).",1,0,0,0,0
803,I will recommend Scopa to all of my friends for a place to go for wonderful Italian food.,1,0,0,0,0
1750,Located at the end of a magnificent block.,0,0,0,1,0
1007,They don't walk around with the trays of Dim Sum.,0,0,0,1,0
3702,They came out over cooked and the cheese was almost non existant.,1,0,0,0,0
703,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!",0,1,1,0,0
3241,But the main hit was the whole grilled fish.,1,0,0,0,0
2570,On a hot day it was fabulous to stop in and enjoy lunch.,0,1,0,0,0
1729,Pizza here is consistently good.,1,0,0,0,0
2984,Wouldn't recomend it for dinner!,0,1,0,0,0
1855,My husband and I enjoy Sangria.,1,0,0,0,0
3409,"But after last night, Spice Grill is the only place I'm eating indian cuisine.",1,0,0,0,0
428,"In an area sadly lacking in decent Thai food, this is one of the best spots.",1,0,0,0,0
3378,Tell them Herky sent you and get a free confused look from the waiter.,0,1,0,0,0
127,The noodle and rices dishes taste great.,1,0,0,0,0
427,The food's as good as ever.,1,0,0,0,0
3169,Also a little more expensive than your average bagel place.,0,0,0,0,1
2356,And the fried clams had just enough kick to them to make 'em worth eating.,1,0,0,0,0
1199,The sauces used are also not that exciting.,1,0,0,0,0
2090,"I got the $10 10-piece dim sum combo, every bite of which was great.",1,0,0,0,1
942,The prices are wonderfully low.,0,0,0,0,1
2398,I have never been disappointed but their true strength lays in their amazingly delicious and cheap lunch specials.,1,0,0,0,1
2025,No free drink.,0,0,0,0,1
1312,The two star chefs left quite some time ago to open their own place.,0,1,0,0,0
1565,Don't waste money on decor.,0,0,0,1,0
1659,I have never before eaten 40 pieces of relatively good nigiri.,1,1,0,0,0
457,I'd call it an 'italian dinner'.,0,1,0,0,0
531,Have frequented 'ino for several years and the food remains excellent.,1,1,0,0,0
450,"Their eggplant is so delicate, sweet tender!",1,0,0,0,0
3263,"Each bite of food at Kai was indeed delicious, fresh, and elegant.",1,0,0,0,0
2606,My friend got the mushroom pizza which tasted better.,1,0,0,0,0
1731,You should pass on the calamari.,1,0,0,0,0
1586,THE FOOD PORTIONS ARE REALLY LARGE.,1,0,0,0,0
1893,The fries are yummy.,1,0,0,0,0
2290,Best Taiwanese food in NY!,1,0,0,0,0
736,This place is a great stop for great food.,1,0,0,0,0
3279,And the prices were way to high for what you get.,0,0,0,0,1
1792,The staff ignored my friends and I the entire time we were there.,0,0,1,0,0
166,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there.",0,0,1,0,0
2425,"I need at least three rolls to be full, and that's at least $14.00!",0,0,0,0,1
1037,"While the food was excellent, it wasn't cheap (though not extremely expensive either).",1,0,0,0,1
2288,Beef noodle soup is good as well.,1,0,0,0,0
2585,Delivery service is great too.,0,0,1,0,0
1378,I recieved prompt service with a smile.,0,0,1,0,0
438,They pray to their Food Gods to make them into a good pizza like VT's.,1,0,0,0,0
232,The place was quiet and delightful.,0,0,0,1,0
3489,"As much as I like the food there, I can't bring myself to go back.",1,1,0,0,0
3600,It looked like shredded cheese partly done - still in strips.,1,0,0,0,0
1183,The soup is pretty good too.,1,0,0,0,0
2663,It is so easy to get a reservation at a top place in NYC with a week's notice.,0,1,0,0,0
1118,"If you go to Roth's try to be served by Mike, he is GREAT!!",0,0,1,0,0
502,We were very surprised by how good the food was on our first visit here on a Sunday night.,1,0,0,0,0
1287,I live in the neighborhood and my friends meet me down here not only for the bar scene but also the promise of The Pizza Place at 3am.,0,1,0,0,0
1094,The food is amazing!!!!,1,0,0,0,0
700,"For the price, you cannot eat this well in Manhattan.",1,0,0,0,1
1014,The atmosphere is great!!!,0,0,0,1,0
405,"I tend to judge a sushi restaurant by its sea urchin, which was heavenly at sushi rose.",1,0,0,0,0
487,The pickles were great addition.,1,0,0,0,0
3410,You must try the shrimp appetizers.,1,0,0,0,0
1991,"The production is a symphony, alot of fun to experience.The food sublime for the most part.",1,1,0,0,0
3587,"my wife and i have been going to nyc for years and wouldn't miss roxy,s food is expensive but it's new york!",0,1,0,0,1
2294,The cold appetizer dishes taste like the way I remember them to taste when I was growing up in Taiwan.,1,0,0,0,0
1680,"The restaurant was packed at first, so we waited at the bar for about 20 minutes before we were seated.",0,1,0,0,0
483,"While there are plenty of places to go for a good corned beef sandwich, Katz's has a charm about it.",1,0,0,0,0
359,"However, looking at the table next to ours, we both sort of wished we had ordered pizza, which looked PERRRRRRRRRFECT.",1,0,0,0,0
2795,Priced at upper intermediate range.,0,0,0,0,1
342,"The fish was adequate, but inexpertly sliced.",1,0,0,0,0
2544,I don't know who they think they are but they have no respect for the residents of the neighborhood ever since they opened their cabaret next door and blasts loud music till three in the morning every weekend during the summer.,0,1,0,1,0
3703,They used shredded cheese on top!,1,0,0,0,0
1677,"The only positive was the wait staff, which was prompt, knowledgable, and likeable.",0,0,1,0,0
2554,I couldn't reccommend their Godmother pizza any higher.,1,0,0,0,0
1412,"I am not a vegetarian but, almost all the dishes were great.",1,0,0,0,0
2251,I was very impressed by this low-key upper eastsider and their authentically thai cuisine!!!,1,0,0,1,0
3531,My friend's food was also the complete opposite of what it's supposed to taste like (aND look like).,1,0,0,0,0
1869,I would like to return and try some of the other menu items when I don't have to rush off to a show.,1,0,0,0,0
3243,"Hopefully next time, I will save room for dessert.",1,0,0,0,0
2316,"Not a typical pizza joint, but good for a low key and fairly cheap nice sit down dinner.",1,0,0,0,1
486,The corned beef was tender and melted in my mouth.,1,0,0,0,0
3469,"The best Chicken pad tai, I've ever had.",1,0,0,0,0
1662,$20 for all you can eat sushi cannot be beaten.,0,0,0,0,1
528,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,0,0,0,1,0
2640,We got a little tipsy from the sake but isn't that what Saturday nights with the girlfriends are all about?,0,1,0,0,0
1176,"I almost wanted to write a bad review, so no one would ever go here and I could have all the dumplings to myself!",1,0,0,0,0
3643,"Always a nice crowd, but never loud.",0,0,0,1,0
3111,"The service is spotty, sometimes really friendly and sometimes barely there.",0,0,1,0,0
1340,Decor is minimalist and clean - nothing to distract or commend.,0,0,0,1,0
1111,"His drinks are very inventive, delicious and classy.",1,0,0,0,0
3259,This isn't your corner Chinese food takeout.,0,1,0,0,0
3040,"Try ordering from the regular menu, then you would not regret!",1,0,0,0,0
513,"Told us to sit anywhere, and when we sat he said the table was reserved.",0,0,1,0,0
3011,"uni from maine vs california, sea vs freshwater eel) to get a good taste comparison.",0,1,0,0,0
3248,"The crispy chicken wasn't for us, though.",1,0,0,0,0
3291,Food is great.,1,0,0,0,0
3127,This place is incredibly tiny.,0,0,0,1,0
1904,"I didn't complain, I liked the atmosphere so much.",0,0,0,1,0
