sentence_id	sentence	category	polarity	category_polarity	entailed
387	It was pretty inexpensive too.	price	neutral	price neutral	no
1314	Will not be back.	experience	negative	experience negative	yes
1314	Will not be back.	experience	positive	experience positive	no
1314	Will not be back.	experience	neutral	experience neutral	no
675	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.	food	negative	food negative	no
675	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.	food	positive	food positive	yes
675	Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.	food	neutral	food neutral	no
2227	My suggestion is to eat family style because you'll want to try the other dishes.	food	negative	food negative	no
2227	My suggestion is to eat family style because you'll want to try the other dishes.	food	positive	food positive	no
2227	My suggestion is to eat family style because you'll want to try the other dishes.	food	neutral	food neutral	yes
3367	Best of all is the warm vibe, the owner is super friendly and service is fast.	service	negative	service negative	no
3367	Best of all is the warm vibe, the owner is super friendly and service is fast.	service	positive	service positive	yes
3367	Best of all is the warm vibe, the owner is super friendly and service is fast.	service	neutral	service neutral	no
3367	Best of all is the warm vibe, the owner is super friendly and service is fast.	atmosphere	negative	atmosphere negative	no
3367	Best of all is the warm vibe, the owner is super friendly and service is fast.	atmosphere	positive	atmosphere positive	yes
3367	Best of all is the warm vibe, the owner is super friendly and service is fast.	atmosphere	neutral	atmosphere neutral	no
1210	This isn't a value joint.	price	negative	price negative	yes
1210	This isn't a value joint.	price	positive	price positive	no
1210	This isn't a value joint.	price	neutral	price neutral	no
2191	Faan's got a great concept but a little rough on the delivery.	experience	negative	experience negative	no
2191	Faan's got a great concept but a little rough on the delivery.	experience	positive	experience positive	yes
2191	Faan's got a great concept but a little rough on the delivery.	experience	neutral	experience neutral	no
2191	Faan's got a great concept but a little rough on the delivery.	service	negative	service negative	yes
2191	Faan's got a great concept but a little rough on the delivery.	service	positive	service positive	no
2191	Faan's got a great concept but a little rough on the delivery.	service	neutral	service neutral	no
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	food	negative	food negative	no
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	food	positive	food positive	yes
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	food	neutral	food neutral	no
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	service	negative	service negative	no
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	service	positive	service positive	yes
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	service	neutral	service neutral	no
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	atmosphere	negative	atmosphere negative	no
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	atmosphere	positive	atmosphere positive	yes
270	From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat.	atmosphere	neutral	atmosphere neutral	no
638	Great food at REASONABLE prices, makes for an evening that can't be beat!	food	negative	food negative	no
638	Great food at REASONABLE prices, makes for an evening that can't be beat!	food	positive	food positive	yes
638	Great food at REASONABLE prices, makes for an evening that can't be beat!	food	neutral	food neutral	no
638	Great food at REASONABLE prices, makes for an evening that can't be beat!	price	negative	price negative	no
638	Great food at REASONABLE prices, makes for an evening that can't be beat!	price	positive	price positive	yes
638	Great food at REASONABLE prices, makes for an evening that can't be beat!	price	neutral	price neutral	no
500	Look foward to trying the Ruben upon returning.	experience	negative	experience negative	no
500	Look foward to trying the Ruben upon returning.	experience	positive	experience positive	yes
500	Look foward to trying the Ruben upon returning.	experience	neutral	experience neutral	no
1108	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	experience	negative	experience negative	no
1108	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	experience	positive	experience positive	no
1108	The only other steakhouse that seems to hold a candle to Roth's is the Strip House.	experience	neutral	experience neutral	yes
3294	We usually go to the Chart House to celebrate a birthday or anniversary.	experience	negative	experience negative	no
3294	We usually go to the Chart House to celebrate a birthday or anniversary.	experience	positive	experience positive	no
3294	We usually go to the Chart House to celebrate a birthday or anniversary.	experience	neutral	experience neutral	yes
388	this little place has a cute interior decor and affordable city prices.	atmosphere	negative	atmosphere negative	no
388	this little place has a cute interior decor and affordable city prices.	atmosphere	positive	atmosphere positive	yes
388	this little place has a cute interior decor and affordable city prices.	atmosphere	neutral	atmosphere neutral	no
388	this little place has a cute interior decor and affordable city prices.	price	negative	price negative	no
388	this little place has a cute interior decor and affordable city prices.	price	positive	price positive	yes
388	this little place has a cute interior decor and affordable city prices.	price	neutral	price neutral	no
3070	You'll adore it.	experience	negative	experience negative	no
3070	You'll adore it.	experience	positive	experience positive	yes
3070	You'll adore it.	experience	neutral	experience neutral	no
3373	Two words: Free wine.	price	negative	price negative	no
3373	Two words: Free wine.	price	positive	price positive	yes
3373	Two words: Free wine.	price	neutral	price neutral	no
425	The price is reasonable although the service is poor.	service	negative	service negative	yes
425	The price is reasonable although the service is poor.	service	positive	service positive	no
425	The price is reasonable although the service is poor.	service	neutral	service neutral	no
425	The price is reasonable although the service is poor.	price	negative	price negative	no
425	The price is reasonable although the service is poor.	price	positive	price positive	yes
425	The price is reasonable although the service is poor.	price	neutral	price neutral	no
3192	The quantity is also very good, you will come out satisfied.	food	negative	food negative	no
3192	The quantity is also very good, you will come out satisfied.	food	positive	food positive	yes
3192	The quantity is also very good, you will come out satisfied.	food	neutral	food neutral	no
1098	I have been to Roth's twice and both times were very disappointing.	experience	negative	experience negative	yes
1098	I have been to Roth's twice and both times were very disappointing.	experience	positive	experience positive	no
1098	I have been to Roth's twice and both times were very disappointing.	experience	neutral	experience neutral	no
2173	Worth visiting the 1st Ave spot because it is the original store.	experience	negative	experience negative	no
2173	Worth visiting the 1st Ave spot because it is the original store.	experience	positive	experience positive	yes
2173	Worth visiting the 1st Ave spot because it is the original store.	experience	neutral	experience neutral	no
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	experience	negative	experience negative	no
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	experience	positive	experience positive	no
391	I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	experience	neutral	experience neutral	yes
263	Raga's is a romantic, cozy restaurant.	atmosphere	negative	atmosphere negative	no
263	Raga's is a romantic, cozy restaurant.	atmosphere	positive	atmosphere positive	yes
263	Raga's is a romantic, cozy restaurant.	atmosphere	neutral	atmosphere neutral	no
2384	The fried rice is amazing here.	food	negative	food negative	no
2384	The fried rice is amazing here.	food	positive	food positive	yes
2384	The fried rice is amazing here.	food	neutral	food neutral	no
2962	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	food	negative	food negative	no
2962	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	food	positive	food positive	yes
2962	Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	food	neutral	food neutral	no
3404	it's a perfect place to have a amanzing indian food.	food	negative	food negative	no
3404	it's a perfect place to have a amanzing indian food.	food	positive	food positive	yes
3404	it's a perfect place to have a amanzing indian food.	food	neutral	food neutral	no
2599	The place is so cool and the service is prompt and curtious.	service	negative	service negative	no
2599	The place is so cool and the service is prompt and curtious.	service	positive	service positive	yes
2599	The place is so cool and the service is prompt and curtious.	service	neutral	service neutral	no
2599	The place is so cool and the service is prompt and curtious.	atmosphere	negative	atmosphere negative	no
2599	The place is so cool and the service is prompt and curtious.	atmosphere	positive	atmosphere positive	yes
2599	The place is so cool and the service is prompt and curtious.	atmosphere	neutral	atmosphere neutral	no
673	At the end you're left with a mild broth with noodles that you can slurp out of a cup.	food	negative	food negative	no
673	At the end you're left with a mild broth with noodles that you can slurp out of a cup.	food	positive	food positive	yes
673	At the end you're left with a mild broth with noodles that you can slurp out of a cup.	food	neutral	food neutral	no
648	I just wonder how you can have such a delicious meal for such little money.	price	negative	price negative	no
648	I just wonder how you can have such a delicious meal for such little money.	price	positive	price positive	yes
648	I just wonder how you can have such a delicious meal for such little money.	price	neutral	price neutral	no
648	I just wonder how you can have such a delicious meal for such little money.	food	negative	food negative	no
648	I just wonder how you can have such a delicious meal for such little money.	food	positive	food positive	yes
648	I just wonder how you can have such a delicious meal for such little money.	food	neutral	food neutral	no
863	The food was delicious but do not come here on a empty stomach.	food	negative	food negative	no
863	The food was delicious but do not come here on a empty stomach.	food	positive	food positive	no
863	The food was delicious but do not come here on a empty stomach.	food	neutral	food neutral	no
1623	The wine list is excellent.	food	negative	food negative	no
1623	The wine list is excellent.	food	positive	food positive	yes
1623	The wine list is excellent.	food	neutral	food neutral	no
2177	so garantuan that you can't fit them in a toaster.	food	negative	food negative	no
2177	so garantuan that you can't fit them in a toaster.	food	positive	food positive	yes
2177	so garantuan that you can't fit them in a toaster.	food	neutral	food neutral	no
430	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).	food	negative	food negative	no
430	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).	food	positive	food positive	yes
430	Ive been to many Thai restaurants in Manhattan before, and Toons is by far the best Thai food Ive had (except for my mom's of course).	food	neutral	food neutral	no
1101	They wouldnt even let me finish my glass of wine before offering another.	service	negative	service negative	no
1101	They wouldnt even let me finish my glass of wine before offering another.	service	positive	service positive	yes
1101	They wouldnt even let me finish my glass of wine before offering another.	service	neutral	service neutral	no
1823	I highly recommend the Sophia pizza.	experience	negative	experience negative	no
1823	I highly recommend the Sophia pizza.	experience	positive	experience positive	yes
1823	I highly recommend the Sophia pizza.	experience	neutral	experience neutral	no
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	service	negative	service negative	yes
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	service	positive	service positive	no
324	Whem asked, we had to ask more detailed questions so that we knew what the specials were.	service	neutral	service neutral	no
2783	This is a consistently great place to dine for lunch or dinner.	experience	negative	experience negative	no
2783	This is a consistently great place to dine for lunch or dinner.	experience	positive	experience positive	yes
2783	This is a consistently great place to dine for lunch or dinner.	experience	neutral	experience neutral	no
2983	Nice atmosphere, the service was very pleasant and the desert was good.	food	negative	food negative	no
2983	Nice atmosphere, the service was very pleasant and the desert was good.	food	positive	food positive	yes
2983	Nice atmosphere, the service was very pleasant and the desert was good.	food	neutral	food neutral	no
2983	Nice atmosphere, the service was very pleasant and the desert was good.	service	negative	service negative	no
2983	Nice atmosphere, the service was very pleasant and the desert was good.	service	positive	service positive	yes
2983	Nice atmosphere, the service was very pleasant and the desert was good.	service	neutral	service neutral	no
2983	Nice atmosphere, the service was very pleasant and the desert was good.	atmosphere	negative	atmosphere negative	no
2983	Nice atmosphere, the service was very pleasant and the desert was good.	atmosphere	positive	atmosphere positive	yes
2983	Nice atmosphere, the service was very pleasant and the desert was good.	atmosphere	neutral	atmosphere neutral	no
66	All the people that I bring there go back on their own and bring THEIR friends!	experience	negative	experience negative	no
66	All the people that I bring there go back on their own and bring THEIR friends!	experience	positive	experience positive	yes
66	All the people that I bring there go back on their own and bring THEIR friends!	experience	neutral	experience neutral	no
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	experience	negative	experience negative	no
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	experience	positive	experience positive	yes
627	After really enjoying ourselves at the bar we sat down at a table and had dinner.	experience	neutral	experience neutral	no
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	food	negative	food negative	no
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	food	positive	food positive	yes
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	food	neutral	food neutral	no
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	service	negative	service negative	no
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	service	positive	service positive	yes
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	service	neutral	service neutral	no
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	atmosphere	negative	atmosphere negative	no
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	atmosphere	positive	atmosphere positive	yes
3219	Fabulous service, fantastic food, and a chilled out atmosphere and environment.	atmosphere	neutral	atmosphere neutral	no
2934	Not what I wanted to hear.	experience	negative	experience negative	yes
2934	Not what I wanted to hear.	experience	positive	experience positive	no
2934	Not what I wanted to hear.	experience	neutral	experience neutral	no
2787	Try the lasagnette appetizer.	food	negative	food negative	no
2787	Try the lasagnette appetizer.	food	positive	food positive	yes
2787	Try the lasagnette appetizer.	food	neutral	food neutral	no
825	Pricey, but worth a try, at least once.	price	negative	price negative	yes
825	Pricey, but worth a try, at least once.	price	positive	price positive	no
825	Pricey, but worth a try, at least once.	price	neutral	price neutral	no
825	Pricey, but worth a try, at least once.	experience	negative	experience negative	no
825	Pricey, but worth a try, at least once.	experience	positive	experience positive	yes
825	Pricey, but worth a try, at least once.	experience	neutral	experience neutral	no
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	experience	negative	experience negative	yes
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	experience	positive	experience positive	no
197	I've been there a few times, and I usually end up sitting next to some pretty odd people.	experience	neutral	experience neutral	no
604	I liked the beer selection!	food	negative	food negative	no
604	I liked the beer selection!	food	positive	food positive	yes
604	I liked the beer selection!	food	neutral	food neutral	no
2911	Great food, good size menu, great service and an unpretensious setting.	food	negative	food negative	no
2911	Great food, good size menu, great service and an unpretensious setting.	food	positive	food positive	yes
2911	Great food, good size menu, great service and an unpretensious setting.	food	neutral	food neutral	no
2911	Great food, good size menu, great service and an unpretensious setting.	service	negative	service negative	no
2911	Great food, good size menu, great service and an unpretensious setting.	service	positive	service positive	yes
2911	Great food, good size menu, great service and an unpretensious setting.	service	neutral	service neutral	no
2911	Great food, good size menu, great service and an unpretensious setting.	atmosphere	negative	atmosphere negative	no
2911	Great food, good size menu, great service and an unpretensious setting.	atmosphere	positive	atmosphere positive	yes
2911	Great food, good size menu, great service and an unpretensious setting.	atmosphere	neutral	atmosphere neutral	no
3074	Go here for a romantic dinner but not for an all out wow dining experience.	experience	negative	experience negative	no
3074	Go here for a romantic dinner but not for an all out wow dining experience.	experience	positive	experience positive	no
3074	Go here for a romantic dinner but not for an all out wow dining experience.	experience	neutral	experience neutral	no
1479	Can't wait to go back.	experience	negative	experience negative	no
1479	Can't wait to go back.	experience	positive	experience positive	yes
1479	Can't wait to go back.	experience	neutral	experience neutral	no
1074	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.	experience	negative	experience negative	no
1074	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.	experience	positive	experience positive	no
1074	I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.	experience	neutral	experience neutral	yes
912	Wine list selection is good and wine-by-the-glass was generously filled to the top.	food	negative	food negative	no
912	Wine list selection is good and wine-by-the-glass was generously filled to the top.	food	positive	food positive	yes
912	Wine list selection is good and wine-by-the-glass was generously filled to the top.	food	neutral	food neutral	no
728	With the great variety on the menu , I eat here often and never get bored .	food	negative	food negative	no
728	With the great variety on the menu , I eat here often and never get bored .	food	positive	food positive	yes
728	With the great variety on the menu , I eat here often and never get bored .	food	neutral	food neutral	no
2925	The menu is very limited - i think we counted 4 or 5 entrees.	food	negative	food negative	yes
2925	The menu is very limited - i think we counted 4 or 5 entrees.	food	positive	food positive	no
2925	The menu is very limited - i think we counted 4 or 5 entrees.	food	neutral	food neutral	no
495	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.	experience	negative	experience negative	no
495	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.	experience	positive	experience positive	yes
495	If you are a carnivore, come hungry and you will leave more satisfied than you have ever been.	experience	neutral	experience neutral	no
3436	The menu is limited but almost all of the dishes are excellent.	food	negative	food negative	no
3436	The menu is limited but almost all of the dishes are excellent.	food	positive	food positive	no
3436	The menu is limited but almost all of the dishes are excellent.	food	neutral	food neutral	no
3273	Not too crazy about their sake martini.	food	negative	food negative	yes
3273	Not too crazy about their sake martini.	food	positive	food positive	no
3273	Not too crazy about their sake martini.	food	neutral	food neutral	no
1215	Great bagels, spreads and a good place to hang out in.	food	negative	food negative	no
1215	Great bagels, spreads and a good place to hang out in.	food	positive	food positive	yes
1215	Great bagels, spreads and a good place to hang out in.	food	neutral	food neutral	no
1215	Great bagels, spreads and a good place to hang out in.	experience	negative	experience negative	no
1215	Great bagels, spreads and a good place to hang out in.	experience	positive	experience positive	yes
1215	Great bagels, spreads and a good place to hang out in.	experience	neutral	experience neutral	no
183	The service varys from day to day- sometimes they're very nice, and sometimes not.	service	negative	service negative	no
183	The service varys from day to day- sometimes they're very nice, and sometimes not.	service	positive	service positive	no
183	The service varys from day to day- sometimes they're very nice, and sometimes not.	service	neutral	service neutral	no
2511	whoever the jazz duo was, they were on POINT.	atmosphere	negative	atmosphere negative	no
2511	whoever the jazz duo was, they were on POINT.	atmosphere	positive	atmosphere positive	yes
2511	whoever the jazz duo was, they were on POINT.	atmosphere	neutral	atmosphere neutral	no
282	One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.	service	negative	service negative	no
282	One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.	service	positive	service positive	yes
282	One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.	service	neutral	service neutral	no
1562	This place is a great bargain.	price	negative	price negative	no
1562	This place is a great bargain.	price	positive	price positive	yes
1562	This place is a great bargain.	price	neutral	price neutral	no
1712	We happened upon this place purely by accident and were pleased with the results.	experience	negative	experience negative	no
1712	We happened upon this place purely by accident and were pleased with the results.	experience	positive	experience positive	yes
1712	We happened upon this place purely by accident and were pleased with the results.	experience	neutral	experience neutral	no
3249	Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.	food	negative	food negative	no
3249	Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.	food	positive	food positive	yes
3249	Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.	food	neutral	food neutral	no
3249	Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.	experience	negative	experience negative	yes
3249	Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.	experience	positive	experience positive	no
3249	Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.	experience	neutral	experience neutral	no
2052	Deff recimmend Bukhara they also have opened two new locations guess ill try them out.	experience	negative	experience negative	no
